RunID,Mode,Lambda1,Lambda2,Gamma,GraphK,Tol,ACC,NMI,Purity,TimeSec,Status
4217,2,0.100000,0.100000,2.00,3,1.0e-04,0.475000,0.668791,0.487500,6.77,Success
4218,3,0.100000,0.100000,2.00,3,1.0e-04,0.375000,0.594604,0.412500,7.05,Success
4219,4,0.100000,0.100000,2.00,3,1.0e-04,0.460000,0.649825,0.475000,8.81,Success
4220,5,0.100000,0.100000,2.00,3,1.0e-04,0.362500,0.577330,0.387500,7.22,Success
4221,1,1.000000,0.100000,2.00,3,1.0e-04,0.317500,0.544645,0.335000,4.18,Success
4222,2,1.000000,0.100000,2.00,3,1.0e-04,0.205000,0.437753,0.227500,8.88,Success
4223,3,1.000000,0.100000,2.00,3,1.0e-04,0.217500,0.457030,0.242500,9.54,Success
4224,4,1.000000,0.100000,2.00,3,1.0e-04,0.225000,0.464291,0.242500,8.92,Success
4225,5,1.000000,0.100000,2.00,3,1.0e-04,0.300000,0.521756,0.325000,5.07,Success
4226,1,0.000100,1.000000,2.00,3,1.0e-04,0.350000,0.578535,0.370000,9.27,Success
4227,2,0.000100,1.000000,2.00,3,1.0e-04,0.492500,0.714070,0.535000,9.35,Success
4228,3,0.000100,1.000000,2.00,3,1.0e-04,0.422500,0.635586,0.452500,7.39,Success
4229,4,0.000100,1.000000,2.00,3,1.0e-04,0.440000,0.653582,0.460000,7.84,Success
4230,5,0.000100,1.000000,2.00,3,1.0e-04,0.270000,0.515161,0.285000,9.02,Success
4231,1,0.001000,1.000000,2.00,3,1.0e-04,0.350000,0.578535,0.370000,8.94,Success
4232,2,0.001000,1.000000,2.00,3,1.0e-04,0.440000,0.679439,0.487500,8.88,Success
4233,3,0.001000,1.000000,2.00,3,1.0e-04,0.412500,0.631631,0.442500,9.08,Success
4234,4,0.001000,1.000000,2.00,3,1.0e-04,0.462500,0.671132,0.495000,9.37,Success
4235,5,0.001000,1.000000,2.00,3,1.0e-04,0.270000,0.515161,0.285000,9.40,Success
4236,1,0.010000,1.000000,2.00,3,1.0e-04,0.325000,0.552123,0.347500,9.56,Success
4237,2,0.010000,1.000000,2.00,3,1.0e-04,0.465000,0.692003,0.497500,8.91,Success
4238,3,0.010000,1.000000,2.00,3,1.0e-04,0.430000,0.634682,0.452500,8.92,Success
4239,4,0.010000,1.000000,2.00,3,1.0e-04,0.410000,0.639493,0.442500,6.86,Success
4240,5,0.010000,1.000000,2.00,3,1.0e-04,0.270000,0.514461,0.285000,9.25,Success
4241,1,0.100000,1.000000,2.00,3,1.0e-04,0.362500,0.584698,0.390000,8.96,Success
4242,2,0.100000,1.000000,2.00,3,1.0e-04,0.475000,0.686957,0.507500,8.98,Success
4243,3,0.100000,1.000000,2.00,3,1.0e-04,0.442500,0.657302,0.495000,8.98,Success
4244,4,0.100000,1.000000,2.00,3,1.0e-04,0.440000,0.663833,0.467500,9.01,Success
4245,5,0.100000,1.000000,2.00,3,1.0e-04,0.247500,0.508996,0.267500,9.04,Success
4246,1,1.000000,1.000000,2.00,3,1.0e-04,0.325000,0.564833,0.347500,7.10,Success
4247,2,1.000000,1.000000,2.00,3,1.0e-04,0.480000,0.709448,0.517500,9.03,Success
4248,3,1.000000,1.000000,2.00,3,1.0e-04,0.382500,0.607279,0.430000,6.75,Success
4249,4,1.000000,1.000000,2.00,3,1.0e-04,0.425000,0.641816,0.467500,6.41,Success
4250,5,1.000000,1.000000,2.00,3,1.0e-04,0.270000,0.519697,0.292500,7.81,Success
4251,1,0.000100,0.000100,5.00,3,1.0e-04,0.352500,0.589740,0.380000,6.10,Success
4252,2,0.000100,0.000100,5.00,3,1.0e-04,0.525000,0.746915,0.572500,8.89,Success
4253,3,0.000100,0.000100,5.00,3,1.0e-04,0.505000,0.710944,0.545000,8.90,Success
4254,4,0.000100,0.000100,5.00,3,1.0e-04,0.572500,0.751165,0.602500,9.04,Success
4255,5,0.000100,0.000100,5.00,3,1.0e-04,0.290000,0.527505,0.322500,8.88,Success
4256,1,0.001000,0.000100,5.00,3,1.0e-04,0.212500,0.429546,0.225000,9.04,Success
4257,2,0.001000,0.000100,5.00,3,1.0e-04,0.172500,0.392935,0.197500,8.77,Success
4258,3,0.001000,0.000100,5.00,3,1.0e-04,0.202500,0.436394,0.227500,8.75,Success
4259,4,0.001000,0.000100,5.00,3,1.0e-04,0.190000,0.433763,0.217500,8.85,Success
4260,5,0.001000,0.000100,5.00,3,1.0e-04,0.187500,0.418616,0.200000,8.83,Success
4261,1,0.010000,0.000100,5.00,3,1.0e-04,0.145000,0.384397,0.192500,9.03,Success
4262,2,0.010000,0.000100,5.00,3,1.0e-04,0.162500,0.415919,0.210000,8.89,Success
4263,3,0.010000,0.000100,5.00,3,1.0e-04,0.155000,0.422907,0.220000,9.08,Success
4264,4,0.010000,0.000100,5.00,3,1.0e-04,0.152500,0.411476,0.197500,9.41,Success
4265,5,0.010000,0.000100,5.00,3,1.0e-04,0.135000,0.362316,0.182500,9.29,Success
4266,1,0.100000,0.000100,5.00,3,1.0e-04,0.212500,0.447691,0.227500,8.99,Success
4267,2,0.100000,0.000100,5.00,3,1.0e-04,0.212500,0.450362,0.222500,9.28,Success
4268,3,0.100000,0.000100,5.00,3,1.0e-04,0.200000,0.446815,0.212500,9.30,Success
4269,4,0.100000,0.000100,5.00,3,1.0e-04,0.192500,0.439442,0.210000,9.34,Success
4270,5,0.100000,0.000100,5.00,3,1.0e-04,0.187500,0.435044,0.190000,9.39,Success
4271,1,1.000000,0.000100,5.00,3,1.0e-04,0.182500,0.422327,0.192500,9.58,Success
4272,2,1.000000,0.000100,5.00,3,1.0e-04,0.205000,0.433536,0.217500,9.43,Success
4273,3,1.000000,0.000100,5.00,3,1.0e-04,0.197500,0.440664,0.210000,9.35,Success
4274,4,1.000000,0.000100,5.00,3,1.0e-04,0.200000,0.433008,0.212500,9.27,Success
4275,5,1.000000,0.000100,5.00,3,1.0e-04,0.180000,0.422263,0.187500,8.93,Success
4276,1,0.000100,0.001000,5.00,3,1.0e-04,0.347500,0.571143,0.375000,8.82,Success
4277,2,0.000100,0.001000,5.00,3,1.0e-04,0.477500,0.706984,0.525000,8.75,Success
4278,3,0.000100,0.001000,5.00,3,1.0e-04,0.432500,0.637055,0.465000,7.91,Success
4279,4,0.000100,0.001000,5.00,3,1.0e-04,0.507500,0.686733,0.522500,9.17,Success
4280,5,0.000100,0.001000,5.00,3,1.0e-04,0.290000,0.513976,0.312500,9.00,Success
4281,1,0.001000,0.001000,5.00,3,1.0e-04,0.367500,0.572659,0.382500,6.90,Success
4282,2,0.001000,0.001000,5.00,3,1.0e-04,0.500000,0.718638,0.542500,8.84,Success
4283,3,0.001000,0.001000,5.00,3,1.0e-04,0.477500,0.669962,0.502500,8.89,Success
4284,4,0.001000,0.001000,5.00,3,1.0e-04,0.495000,0.694743,0.517500,8.85,Success
4285,5,0.001000,0.001000,5.00,3,1.0e-04,0.285000,0.514188,0.312500,7.74,Success
4286,1,0.010000,0.001000,5.00,3,1.0e-04,0.207500,0.433337,0.222500,9.01,Success
4287,2,0.010000,0.001000,5.00,3,1.0e-04,0.065000,0.256445,0.130000,8.72,Success
4288,3,0.010000,0.001000,5.00,3,1.0e-04,0.197500,0.431504,0.227500,8.98,Success
4289,4,0.010000,0.001000,5.00,3,1.0e-04,0.122500,0.301909,0.167500,8.88,Success
4290,5,0.010000,0.001000,5.00,3,1.0e-04,0.207500,0.436329,0.222500,8.89,Success
4291,1,0.100000,0.001000,5.00,3,1.0e-04,0.200000,0.431792,0.215000,8.84,Success
4292,2,0.100000,0.001000,5.00,3,1.0e-04,0.147500,0.396173,0.200000,8.71,Success
4293,3,0.100000,0.001000,5.00,3,1.0e-04,0.177500,0.383565,0.200000,9.23,Success
4294,4,0.100000,0.001000,5.00,3,1.0e-04,0.190000,0.401825,0.212500,8.83,Success
4295,5,0.100000,0.001000,5.00,3,1.0e-04,0.180000,0.434419,0.202500,8.90,Success
4296,1,1.000000,0.001000,5.00,3,1.0e-04,0.195000,0.431260,0.207500,8.86,Success
4297,2,1.000000,0.001000,5.00,3,1.0e-04,0.212500,0.448686,0.230000,8.81,Success
4298,3,1.000000,0.001000,5.00,3,1.0e-04,0.195000,0.430869,0.205000,8.88,Success
4299,4,1.000000,0.001000,5.00,3,1.0e-04,0.190000,0.429519,0.202500,8.86,Success
4300,5,1.000000,0.001000,5.00,3,1.0e-04,0.195000,0.434487,0.207500,8.96,Success
4301,1,0.000100,0.010000,5.00,3,1.0e-04,0.322500,0.552218,0.352500,7.25,Success
4302,2,0.000100,0.010000,5.00,3,1.0e-04,0.470000,0.680821,0.525000,8.81,Success
4303,3,0.000100,0.010000,5.00,3,1.0e-04,0.432500,0.640982,0.465000,8.85,Success
4304,4,0.000100,0.010000,5.00,3,1.0e-04,0.412500,0.621903,0.445000,6.72,Success
4305,5,0.000100,0.010000,5.00,3,1.0e-04,0.425000,0.629369,0.447500,8.98,Success
4306,1,0.001000,0.010000,5.00,3,1.0e-04,0.365000,0.590134,0.392500,6.73,Success
4307,2,0.001000,0.010000,5.00,3,1.0e-04,0.455000,0.675144,0.502500,7.64,Success
4308,3,0.001000,0.010000,5.00,3,1.0e-04,0.342500,0.582949,0.380000,4.31,Success
4309,4,0.001000,0.010000,5.00,3,1.0e-04,0.400000,0.622678,0.435000,5.60,Success
4310,5,0.001000,0.010000,5.00,3,1.0e-04,0.360000,0.580271,0.387500,8.89,Success
4311,1,0.010000,0.010000,5.00,3,1.0e-04,0.390000,0.607419,0.420000,8.85,Success
4312,2,0.010000,0.010000,5.00,3,1.0e-04,0.450000,0.664110,0.492500,6.48,Success
4313,3,0.010000,0.010000,5.00,3,1.0e-04,0.422500,0.620366,0.455000,8.35,Success
4314,4,0.010000,0.010000,5.00,3,1.0e-04,0.445000,0.641111,0.482500,8.52,Success
4315,5,0.010000,0.010000,5.00,3,1.0e-04,0.370000,0.585454,0.405000,7.44,Success
4316,1,0.100000,0.010000,5.00,3,1.0e-04,0.295000,0.527913,0.322500,3.49,Success
4317,2,0.100000,0.010000,5.00,3,1.0e-04,0.202500,0.431998,0.230000,8.79,Success
4318,3,0.100000,0.010000,5.00,3,1.0e-04,0.235000,0.479806,0.252500,9.07,Success
4319,4,0.100000,0.010000,5.00,3,1.0e-04,0.210000,0.447508,0.235000,8.75,Success
4320,5,0.100000,0.010000,5.00,3,1.0e-04,0.320000,0.540737,0.340000,4.70,Success
4321,1,1.000000,0.010000,5.00,3,1.0e-04,0.197500,0.440284,0.210000,8.86,Success
4322,2,1.000000,0.010000,5.00,3,1.0e-04,0.225000,0.463155,0.235000,8.87,Success
4323,3,1.000000,0.010000,5.00,3,1.0e-04,0.192500,0.434490,0.202500,9.00,Success
4324,4,1.000000,0.010000,5.00,3,1.0e-04,0.192500,0.437509,0.200000,8.98,Success
4325,5,1.000000,0.010000,5.00,3,1.0e-04,0.197500,0.432507,0.207500,8.81,Success
4326,1,0.000100,0.100000,5.00,3,1.0e-04,0.347500,0.576077,0.362500,9.12,Success
4327,2,0.000100,0.100000,5.00,3,1.0e-04,0.537500,0.734270,0.575000,8.89,Success
4328,3,0.000100,0.100000,5.00,3,1.0e-04,0.457500,0.692869,0.492500,9.12,Success
4329,4,0.000100,0.100000,5.00,3,1.0e-04,0.530000,0.721097,0.555000,8.87,Success
4330,5,0.000100,0.100000,5.00,3,1.0e-04,0.277500,0.519499,0.305000,8.96,Success
4331,1,0.001000,0.100000,5.00,3,1.0e-04,0.327500,0.570189,0.355000,8.87,Success
4332,2,0.001000,0.100000,5.00,3,1.0e-04,0.495000,0.707558,0.522500,9.00,Success
4333,3,0.001000,0.100000,5.00,3,1.0e-04,0.462500,0.677691,0.492500,9.07,Success
4334,4,0.001000,0.100000,5.00,3,1.0e-04,0.507500,0.710290,0.537500,8.91,Success
4335,5,0.001000,0.100000,5.00,3,1.0e-04,0.282500,0.523783,0.307500,8.94,Success
4336,1,0.010000,0.100000,5.00,3,1.0e-04,0.332500,0.568224,0.355000,8.93,Success
4337,2,0.010000,0.100000,5.00,3,1.0e-04,0.495000,0.713819,0.537500,8.94,Success
4338,3,0.010000,0.100000,5.00,3,1.0e-04,0.477500,0.692325,0.505000,8.99,Success
4339,4,0.010000,0.100000,5.00,3,1.0e-04,0.517500,0.710613,0.540000,8.92,Success
4340,5,0.010000,0.100000,5.00,3,1.0e-04,0.287500,0.537094,0.302500,9.04,Success
4341,1,0.100000,0.100000,5.00,3,1.0e-04,0.320000,0.571383,0.355000,9.49,Success
4342,2,0.100000,0.100000,5.00,3,1.0e-04,0.525000,0.727643,0.550000,8.94,Success
4343,3,0.100000,0.100000,5.00,3,1.0e-04,0.485000,0.693987,0.512500,8.83,Success
4344,4,0.100000,0.100000,5.00,3,1.0e-04,0.520000,0.728442,0.567500,8.77,Success
4345,5,0.100000,0.100000,5.00,3,1.0e-04,0.302500,0.545115,0.322500,8.69,Success
4346,1,1.000000,0.100000,5.00,3,1.0e-04,0.312500,0.547022,0.337500,8.90,Success
4347,2,1.000000,0.100000,5.00,3,1.0e-04,0.410000,0.632341,0.452500,3.35,Success
4348,3,1.000000,0.100000,5.00,3,1.0e-04,0.415000,0.620239,0.432500,9.45,Success
4349,4,1.000000,0.100000,5.00,3,1.0e-04,0.307500,0.545712,0.332500,9.52,Success
4350,5,1.000000,0.100000,5.00,3,1.0e-04,0.295000,0.534114,0.322500,9.44,Success
4351,1,0.000100,1.000000,5.00,3,1.0e-04,0.177500,0.426863,0.187500,5.29,Success
4352,2,0.000100,1.000000,5.00,3,1.0e-04,0.242500,0.490234,0.270000,5.74,Success
4353,3,0.000100,1.000000,5.00,3,1.0e-04,0.237500,0.469700,0.257500,5.88,Success
4354,4,0.000100,1.000000,5.00,3,1.0e-04,0.230000,0.465918,0.245000,6.10,Success
4355,5,0.000100,1.000000,5.00,3,1.0e-04,0.182500,0.428127,0.192500,5.04,Success
4356,1,0.001000,1.000000,5.00,3,1.0e-04,0.177500,0.426863,0.187500,5.35,Success
4357,2,0.001000,1.000000,5.00,3,1.0e-04,0.242500,0.490234,0.270000,5.51,Success
4358,3,0.001000,1.000000,5.00,3,1.0e-04,0.237500,0.469700,0.257500,5.65,Success
4359,4,0.001000,1.000000,5.00,3,1.0e-04,0.230000,0.466643,0.245000,6.05,Success
4360,5,0.001000,1.000000,5.00,3,1.0e-04,0.182500,0.428127,0.192500,4.69,Success
4361,1,0.010000,1.000000,5.00,3,1.0e-04,0.190000,0.436992,0.197500,5.11,Success
4362,2,0.010000,1.000000,5.00,3,1.0e-04,0.250000,0.493032,0.270000,5.40,Success
4363,3,0.010000,1.000000,5.00,3,1.0e-04,0.237500,0.469700,0.257500,5.61,Success
4364,4,0.010000,1.000000,5.00,3,1.0e-04,0.230000,0.466643,0.245000,5.87,Success
4365,5,0.010000,1.000000,5.00,3,1.0e-04,0.182500,0.428127,0.192500,4.73,Success
4366,1,0.100000,1.000000,5.00,3,1.0e-04,0.185000,0.431057,0.192500,5.17,Success
4367,2,0.100000,1.000000,5.00,3,1.0e-04,0.247500,0.490511,0.267500,5.39,Success
4368,3,0.100000,1.000000,5.00,3,1.0e-04,0.232500,0.461538,0.247500,5.62,Success
4369,4,0.100000,1.000000,5.00,3,1.0e-04,0.237500,0.469479,0.250000,5.90,Success
4370,5,0.100000,1.000000,5.00,3,1.0e-04,0.175000,0.428238,0.187500,4.67,Success
4371,1,1.000000,1.000000,5.00,3,1.0e-04,0.187500,0.432185,0.197500,3.87,Success
4372,2,1.000000,1.000000,5.00,3,1.0e-04,0.242500,0.487506,0.257500,3.95,Success
4373,3,1.000000,1.000000,5.00,3,1.0e-04,0.277500,0.506567,0.297500,8.83,Success
4374,4,1.000000,1.000000,5.00,3,1.0e-04,0.212500,0.456302,0.220000,3.91,Success
4375,5,1.000000,1.000000,5.00,3,1.0e-04,0.175000,0.423486,0.185000,3.60,Success
4376,1,0.000100,0.000100,10.00,3,1.0e-04,0.367500,0.579389,0.377500,8.87,Success
4377,2,0.000100,0.000100,10.00,3,1.0e-04,0.447500,0.681080,0.495000,7.19,Success
4378,3,0.000100,0.000100,10.00,3,1.0e-04,0.467500,0.666615,0.495000,8.85,Success
4379,4,0.000100,0.000100,10.00,3,1.0e-04,0.475000,0.679479,0.517500,8.77,Success
4380,5,0.000100,0.000100,10.00,3,1.0e-04,0.302500,0.530865,0.330000,8.52,Success
4381,1,0.001000,0.000100,10.00,3,1.0e-04,0.205000,0.435266,0.230000,9.13,Success
4382,2,0.001000,0.000100,10.00,3,1.0e-04,0.175000,0.364481,0.202500,8.81,Success
4383,3,0.001000,0.000100,10.00,3,1.0e-04,0.165000,0.350875,0.202500,8.80,Success
4384,4,0.001000,0.000100,10.00,3,1.0e-04,0.190000,0.431695,0.207500,8.90,Success
4385,5,0.001000,0.000100,10.00,3,1.0e-04,0.200000,0.424222,0.210000,9.24,Success
4386,1,0.010000,0.000100,10.00,3,1.0e-04,0.190000,0.439529,0.207500,9.38,Success
4387,2,0.010000,0.000100,10.00,3,1.0e-04,0.217500,0.454721,0.232500,9.32,Success
4388,3,0.010000,0.000100,10.00,3,1.0e-04,0.190000,0.432463,0.200000,9.64,Success
4389,4,0.010000,0.000100,10.00,3,1.0e-04,0.195000,0.437035,0.202500,9.32,Success
4390,5,0.010000,0.000100,10.00,3,1.0e-04,0.190000,0.435423,0.202500,9.57,Success
4391,1,0.100000,0.000100,10.00,3,1.0e-04,0.212500,0.438970,0.220000,9.32,Success
4392,2,0.100000,0.000100,10.00,3,1.0e-04,0.205000,0.446309,0.217500,9.38,Success
4393,3,0.100000,0.000100,10.00,3,1.0e-04,0.207500,0.444405,0.215000,9.56,Success
4394,4,0.100000,0.000100,10.00,3,1.0e-04,0.190000,0.430705,0.197500,9.77,Success
4395,5,0.100000,0.000100,10.00,3,1.0e-04,0.195000,0.440130,0.205000,9.16,Success
4396,1,1.000000,0.000100,10.00,3,1.0e-04,0.195000,0.428943,0.205000,8.93,Success
4397,2,1.000000,0.000100,10.00,3,1.0e-04,0.192500,0.433462,0.202500,8.84,Success
4398,3,1.000000,0.000100,10.00,3,1.0e-04,0.197500,0.436851,0.210000,8.78,Success
4399,4,1.000000,0.000100,10.00,3,1.0e-04,0.197500,0.439458,0.210000,8.87,Success
4400,5,1.000000,0.000100,10.00,3,1.0e-04,0.182500,0.434581,0.195000,8.94,Success
4401,1,0.000100,0.001000,10.00,3,1.0e-04,0.402500,0.631426,0.445000,8.69,Success
4402,2,0.000100,0.001000,10.00,3,1.0e-04,0.580000,0.753954,0.607500,8.77,Success
4403,3,0.000100,0.001000,10.00,3,1.0e-04,0.567500,0.736862,0.600000,8.47,Success
4404,4,0.000100,0.001000,10.00,3,1.0e-04,0.540000,0.728949,0.565000,8.05,Success
4405,5,0.000100,0.001000,10.00,3,1.0e-04,0.385000,0.594835,0.422500,8.86,Success
4406,1,0.001000,0.001000,10.00,3,1.0e-04,0.407500,0.626632,0.435000,8.91,Success
4407,2,0.001000,0.001000,10.00,3,1.0e-04,0.507500,0.700532,0.530000,6.78,Success
4408,3,0.001000,0.001000,10.00,3,1.0e-04,0.470000,0.680700,0.500000,6.87,Success
4409,4,0.001000,0.001000,10.00,3,1.0e-04,0.557500,0.741330,0.597500,8.97,Success
4410,5,0.001000,0.001000,10.00,3,1.0e-04,0.350000,0.573867,0.375000,9.05,Success
4411,1,0.010000,0.001000,10.00,3,1.0e-04,0.372500,0.582227,0.400000,4.99,Success
4412,2,0.010000,0.001000,10.00,3,1.0e-04,0.205000,0.439650,0.217500,8.80,Success
4413,3,0.010000,0.001000,10.00,3,1.0e-04,0.352500,0.584634,0.400000,3.83,Success
4414,4,0.010000,0.001000,10.00,3,1.0e-04,0.370000,0.615294,0.417500,3.72,Success
4415,5,0.010000,0.001000,10.00,3,1.0e-04,0.360000,0.567694,0.382500,5.24,Success
4416,1,0.100000,0.001000,10.00,3,1.0e-04,0.190000,0.428358,0.195000,8.89,Success
4417,2,0.100000,0.001000,10.00,3,1.0e-04,0.207500,0.447763,0.217500,8.92,Success
4418,3,0.100000,0.001000,10.00,3,1.0e-04,0.192500,0.427438,0.200000,8.89,Success
4419,4,0.100000,0.001000,10.00,3,1.0e-04,0.210000,0.449572,0.227500,8.82,Success
4420,5,0.100000,0.001000,10.00,3,1.0e-04,0.197500,0.435794,0.205000,9.01,Success
4421,1,1.000000,0.001000,10.00,3,1.0e-04,0.202500,0.439994,0.215000,8.91,Success
4422,2,1.000000,0.001000,10.00,3,1.0e-04,0.212500,0.448917,0.215000,8.91,Success
4423,3,1.000000,0.001000,10.00,3,1.0e-04,0.197500,0.442076,0.212500,8.89,Success
4424,4,1.000000,0.001000,10.00,3,1.0e-04,0.192500,0.427037,0.200000,8.83,Success
4425,5,1.000000,0.001000,10.00,3,1.0e-04,0.185000,0.436823,0.207500,8.92,Success
4426,1,0.000100,0.010000,10.00,3,1.0e-04,0.245000,0.486665,0.267500,8.40,Success
4427,2,0.000100,0.010000,10.00,3,1.0e-04,0.362500,0.594175,0.387500,9.02,Success
4428,3,0.000100,0.010000,10.00,3,1.0e-04,0.305000,0.553148,0.342500,8.92,Success
4429,4,0.000100,0.010000,10.00,3,1.0e-04,0.307500,0.554777,0.330000,8.89,Success
4430,5,0.000100,0.010000,10.00,3,1.0e-04,0.210000,0.463148,0.222500,7.42,Success
4431,1,0.001000,0.010000,10.00,3,1.0e-04,0.237500,0.480220,0.260000,8.44,Success
4432,2,0.001000,0.010000,10.00,3,1.0e-04,0.362500,0.606532,0.392500,8.94,Success
4433,3,0.001000,0.010000,10.00,3,1.0e-04,0.307500,0.552460,0.347500,8.98,Success
4434,4,0.001000,0.010000,10.00,3,1.0e-04,0.322500,0.562807,0.350000,8.90,Success
4435,5,0.001000,0.010000,10.00,3,1.0e-04,0.212500,0.462718,0.220000,7.57,Success
4436,1,0.010000,0.010000,10.00,3,1.0e-04,0.250000,0.480387,0.260000,5.24,Success
4437,2,0.010000,0.010000,10.00,3,1.0e-04,0.352500,0.586893,0.377500,5.11,Success
4438,3,0.010000,0.010000,10.00,3,1.0e-04,0.290000,0.534911,0.317500,5.60,Success
4439,4,0.010000,0.010000,10.00,3,1.0e-04,0.295000,0.545530,0.315000,5.50,Success
4440,5,0.010000,0.010000,10.00,3,1.0e-04,0.232500,0.483327,0.250000,8.84,Success
4441,1,0.100000,0.010000,10.00,3,1.0e-04,0.262500,0.489029,0.275000,8.87,Success
4442,2,0.100000,0.010000,10.00,3,1.0e-04,0.315000,0.537854,0.342500,8.87,Success
4443,3,0.100000,0.010000,10.00,3,1.0e-04,0.327500,0.549588,0.347500,8.85,Success
4444,4,0.100000,0.010000,10.00,3,1.0e-04,0.342500,0.553173,0.360000,9.07,Success
4445,5,0.100000,0.010000,10.00,3,1.0e-04,0.212500,0.450520,0.227500,8.76,Success
4446,1,1.000000,0.010000,10.00,3,1.0e-04,0.197500,0.433342,0.217500,8.89,Success
4447,2,1.000000,0.010000,10.00,3,1.0e-04,0.215000,0.451119,0.220000,8.90,Success
4448,3,1.000000,0.010000,10.00,3,1.0e-04,0.195000,0.430971,0.200000,8.93,Success
4449,4,1.000000,0.010000,10.00,3,1.0e-04,0.202500,0.444021,0.215000,8.85,Success
4450,5,1.000000,0.010000,10.00,3,1.0e-04,0.175000,0.427340,0.182500,8.81,Success
4451,1,0.000100,0.100000,10.00,3,1.0e-04,0.175000,0.416368,0.187500,4.39,Success
4452,2,0.000100,0.100000,10.00,3,1.0e-04,0.190000,0.433945,0.202500,4.55,Success
4453,3,0.000100,0.100000,10.00,3,1.0e-04,0.192500,0.429957,0.197500,4.55,Success
4454,4,0.000100,0.100000,10.00,3,1.0e-04,0.187500,0.431849,0.200000,4.49,Success
4455,5,0.000100,0.100000,10.00,3,1.0e-04,0.175000,0.414034,0.187500,4.15,Success
4456,1,0.001000,0.100000,10.00,3,1.0e-04,0.170000,0.421656,0.185000,4.33,Success
4457,2,0.001000,0.100000,10.00,3,1.0e-04,0.190000,0.431410,0.200000,4.46,Success
4458,3,0.001000,0.100000,10.00,3,1.0e-04,0.192500,0.429957,0.197500,4.53,Success
4459,4,0.001000,0.100000,10.00,3,1.0e-04,0.190000,0.427101,0.202500,4.56,Success
4460,5,0.001000,0.100000,10.00,3,1.0e-04,0.175000,0.414034,0.187500,4.27,Success
4461,1,0.010000,0.100000,10.00,3,1.0e-04,0.182500,0.423940,0.190000,4.29,Success
4462,2,0.010000,0.100000,10.00,3,1.0e-04,0.192500,0.432797,0.210000,4.42,Success
4463,3,0.010000,0.100000,10.00,3,1.0e-04,0.192500,0.429249,0.202500,4.45,Success
4464,4,0.010000,0.100000,10.00,3,1.0e-04,0.195000,0.428067,0.202500,4.48,Success
4465,5,0.010000,0.100000,10.00,3,1.0e-04,0.172500,0.413860,0.182500,4.30,Success
4466,1,0.100000,0.100000,10.00,3,1.0e-04,0.175000,0.418720,0.185000,3.30,Success
4467,2,0.100000,0.100000,10.00,3,1.0e-04,0.195000,0.434025,0.207500,3.26,Success
4468,3,0.100000,0.100000,10.00,3,1.0e-04,0.185000,0.431083,0.202500,3.47,Success
4469,4,0.100000,0.100000,10.00,3,1.0e-04,0.170000,0.415304,0.182500,3.42,Success
4470,5,0.100000,0.100000,10.00,3,1.0e-04,0.172500,0.428335,0.180000,3.18,Success
4471,1,1.000000,0.100000,10.00,3,1.0e-04,0.172500,0.401887,0.185000,8.86,Success
4472,2,1.000000,0.100000,10.00,3,1.0e-04,0.205000,0.439741,0.212500,8.86,Success
4473,3,1.000000,0.100000,10.00,3,1.0e-04,0.192500,0.414251,0.195000,8.84,Success
4474,4,1.000000,0.100000,10.00,3,1.0e-04,0.192500,0.421673,0.207500,8.81,Success
4475,5,1.000000,0.100000,10.00,3,1.0e-04,0.187500,0.413673,0.200000,8.95,Success
4476,1,0.000100,1.000000,10.00,3,1.0e-04,0.177500,0.417464,0.180000,4.25,Success
4477,2,0.000100,1.000000,10.00,3,1.0e-04,0.172500,0.410332,0.180000,4.25,Success
4478,3,0.000100,1.000000,10.00,3,1.0e-04,0.182500,0.419352,0.190000,4.27,Success
4479,4,0.000100,1.000000,10.00,3,1.0e-04,0.170000,0.409154,0.180000,4.67,Success
4480,5,0.000100,1.000000,10.00,3,1.0e-04,0.180000,0.417472,0.192500,4.39,Success
4481,1,0.001000,1.000000,10.00,3,1.0e-04,0.177500,0.417464,0.180000,4.35,Success
4482,2,0.001000,1.000000,10.00,3,1.0e-04,0.172500,0.410332,0.180000,4.50,Success
4483,3,0.001000,1.000000,10.00,3,1.0e-04,0.190000,0.425233,0.200000,4.41,Success
4484,4,0.001000,1.000000,10.00,3,1.0e-04,0.170000,0.409154,0.180000,4.48,Success
4485,5,0.001000,1.000000,10.00,3,1.0e-04,0.180000,0.417472,0.192500,4.25,Success
4486,1,0.010000,1.000000,10.00,3,1.0e-04,0.177500,0.417464,0.180000,4.44,Success
4487,2,0.010000,1.000000,10.00,3,1.0e-04,0.182500,0.414466,0.192500,4.47,Success
4488,3,0.010000,1.000000,10.00,3,1.0e-04,0.185000,0.419015,0.195000,4.36,Success
4489,4,0.010000,1.000000,10.00,3,1.0e-04,0.175000,0.412753,0.180000,4.58,Success
4490,5,0.010000,1.000000,10.00,3,1.0e-04,0.180000,0.417344,0.192500,4.36,Success
4491,1,0.100000,1.000000,10.00,3,1.0e-04,0.172500,0.416062,0.175000,4.74,Success
4492,2,0.100000,1.000000,10.00,3,1.0e-04,0.167500,0.409558,0.172500,4.40,Success
4493,3,0.100000,1.000000,10.00,3,1.0e-04,0.177500,0.417972,0.185000,4.62,Success
4494,4,0.100000,1.000000,10.00,3,1.0e-04,0.185000,0.420117,0.195000,4.43,Success
