RunID,Mode,Lambda1,Lambda2,Gamma,GraphK,Tol,ACC,NMI,Purity,TimeSec,Status
5666,1,0.100000,0.001000,2.00,7,1.0e-04,0.175000,0.427891,0.232500,8.86,Success
5667,2,0.100000,0.001000,2.00,7,1.0e-04,0.207500,0.461501,0.277500,8.89,Success
5668,3,0.100000,0.001000,2.00,7,1.0e-04,0.210000,0.468331,0.277500,8.83,Success
5669,4,0.100000,0.001000,2.00,7,1.0e-04,0.200000,0.476453,0.280000,8.91,Success
5670,5,0.100000,0.001000,2.00,7,1.0e-04,0.162500,0.414038,0.215000,9.29,Success
5671,1,1.000000,0.001000,2.00,7,1.0e-04,0.205000,0.441260,0.215000,9.48,Success
5672,2,1.000000,0.001000,2.00,7,1.0e-04,0.230000,0.469264,0.250000,9.34,Success
5673,3,1.000000,0.001000,2.00,7,1.0e-04,0.230000,0.470120,0.252500,9.24,Success
5674,4,1.000000,0.001000,2.00,7,1.0e-04,0.222500,0.458503,0.240000,9.29,Success
5675,5,1.000000,0.001000,2.00,7,1.0e-04,0.200000,0.443709,0.210000,9.37,Success
5676,1,0.000100,0.010000,2.00,7,1.0e-04,0.460000,0.680779,0.502500,9.26,Success
5677,2,0.000100,0.010000,2.00,7,1.0e-04,0.687500,0.836103,0.705000,9.46,Success
5678,3,0.000100,0.010000,2.00,7,1.0e-04,0.590000,0.786747,0.627500,9.51,Success
5679,4,0.000100,0.010000,2.00,7,1.0e-04,0.605000,0.794890,0.640000,9.30,Success
5680,5,0.000100,0.010000,2.00,7,1.0e-04,0.415000,0.627577,0.452500,9.12,Success
5681,1,0.001000,0.010000,2.00,7,1.0e-04,0.475000,0.679616,0.500000,8.94,Success
5682,2,0.001000,0.010000,2.00,7,1.0e-04,0.635000,0.827168,0.675000,8.95,Success
5683,3,0.001000,0.010000,2.00,7,1.0e-04,0.610000,0.791608,0.647500,9.00,Success
5684,4,0.001000,0.010000,2.00,7,1.0e-04,0.610000,0.810388,0.650000,8.84,Success
5685,5,0.001000,0.010000,2.00,7,1.0e-04,0.437500,0.651618,0.470000,9.15,Success
5686,1,0.010000,0.010000,2.00,7,1.0e-04,0.467500,0.679593,0.492500,8.92,Success
5687,2,0.010000,0.010000,2.00,7,1.0e-04,0.650000,0.833554,0.687500,9.04,Success
5688,3,0.010000,0.010000,2.00,7,1.0e-04,0.575000,0.781876,0.625000,9.02,Success
5689,4,0.010000,0.010000,2.00,7,1.0e-04,0.617500,0.786347,0.645000,8.96,Success
5690,5,0.010000,0.010000,2.00,7,1.0e-04,0.397500,0.636066,0.435000,9.02,Success
5691,1,0.100000,0.010000,2.00,7,1.0e-04,0.142500,0.370694,0.182500,9.02,Success
5692,2,0.100000,0.010000,2.00,7,1.0e-04,0.052500,0.264039,0.127500,9.04,Success
5693,3,0.100000,0.010000,2.00,7,1.0e-04,0.057500,0.250598,0.125000,8.87,Success
5694,4,0.100000,0.010000,2.00,7,1.0e-04,0.057500,0.247307,0.125000,9.26,Success
5695,5,0.100000,0.010000,2.00,7,1.0e-04,0.062500,0.254660,0.125000,9.17,Success
5696,1,1.000000,0.010000,2.00,7,1.0e-04,0.152500,0.404274,0.207500,9.39,Success
5697,2,1.000000,0.010000,2.00,7,1.0e-04,0.162500,0.451310,0.237500,9.41,Success
5698,3,1.000000,0.010000,2.00,7,1.0e-04,0.175000,0.439522,0.235000,9.24,Success
5699,4,1.000000,0.010000,2.00,7,1.0e-04,0.187500,0.450043,0.247500,9.58,Success
5700,5,1.000000,0.010000,2.00,7,1.0e-04,0.155000,0.377801,0.190000,9.35,Success
5701,1,0.000100,0.100000,2.00,7,1.0e-04,0.437500,0.643558,0.477500,6.51,Success
5702,2,0.000100,0.100000,2.00,7,1.0e-04,0.647500,0.836156,0.705000,9.40,Success
5703,3,0.000100,0.100000,2.00,7,1.0e-04,0.557500,0.752270,0.600000,8.49,Success
5704,4,0.000100,0.100000,2.00,7,1.0e-04,0.567500,0.774408,0.615000,9.16,Success
5705,5,0.000100,0.100000,2.00,7,1.0e-04,0.345000,0.574040,0.377500,7.52,Success
5706,1,0.001000,0.100000,2.00,7,1.0e-04,0.410000,0.646394,0.450000,8.34,Success
5707,2,0.001000,0.100000,2.00,7,1.0e-04,0.637500,0.829712,0.702500,7.11,Success
5708,3,0.001000,0.100000,2.00,7,1.0e-04,0.552500,0.752960,0.607500,8.69,Success
5709,4,0.001000,0.100000,2.00,7,1.0e-04,0.605000,0.783262,0.640000,8.96,Success
5710,5,0.001000,0.100000,2.00,7,1.0e-04,0.327500,0.568222,0.365000,7.69,Success
5711,1,0.010000,0.100000,2.00,7,1.0e-04,0.405000,0.628894,0.437500,7.99,Success
5712,2,0.010000,0.100000,2.00,7,1.0e-04,0.707500,0.849163,0.740000,8.83,Success
5713,3,0.010000,0.100000,2.00,7,1.0e-04,0.540000,0.719588,0.580000,8.76,Success
5714,4,0.010000,0.100000,2.00,7,1.0e-04,0.632500,0.796051,0.665000,8.99,Success
5715,5,0.010000,0.100000,2.00,7,1.0e-04,0.355000,0.575842,0.375000,7.91,Success
5716,1,0.100000,0.100000,2.00,7,1.0e-04,0.367500,0.606237,0.420000,7.30,Success
5717,2,0.100000,0.100000,2.00,7,1.0e-04,0.690000,0.834456,0.712500,8.88,Success
5718,3,0.100000,0.100000,2.00,7,1.0e-04,0.567500,0.759132,0.602500,8.57,Success
5719,4,0.100000,0.100000,2.00,7,1.0e-04,0.532500,0.734620,0.580000,5.50,Success
5720,5,0.100000,0.100000,2.00,7,1.0e-04,0.330000,0.572039,0.375000,6.55,Success
5721,1,1.000000,0.100000,2.00,7,1.0e-04,0.185000,0.403159,0.210000,8.80,Success
5722,2,1.000000,0.100000,2.00,7,1.0e-04,0.052500,0.255403,0.125000,8.95,Success
5723,3,1.000000,0.100000,2.00,7,1.0e-04,0.115000,0.285810,0.172500,9.03,Success
5724,4,1.000000,0.100000,2.00,7,1.0e-04,0.052500,0.242263,0.122500,8.70,Success
5725,5,1.000000,0.100000,2.00,7,1.0e-04,0.195000,0.398514,0.210000,8.86,Success
5726,1,0.000100,1.000000,2.00,7,1.0e-04,0.427500,0.648189,0.470000,8.64,Success
5727,2,0.000100,1.000000,2.00,7,1.0e-04,0.600000,0.787375,0.645000,6.02,Success
5728,3,0.000100,1.000000,2.00,7,1.0e-04,0.497500,0.693462,0.532500,4.99,Success
5729,4,0.000100,1.000000,2.00,7,1.0e-04,0.630000,0.798056,0.665000,8.86,Success
5730,5,0.000100,1.000000,2.00,7,1.0e-04,0.412500,0.632198,0.440000,8.88,Success
5731,1,0.001000,1.000000,2.00,7,1.0e-04,0.410000,0.638737,0.442500,8.75,Success
5732,2,0.001000,1.000000,2.00,7,1.0e-04,0.642500,0.809967,0.687500,6.58,Success
5733,3,0.001000,1.000000,2.00,7,1.0e-04,0.560000,0.754240,0.590000,8.93,Success
5734,4,0.001000,1.000000,2.00,7,1.0e-04,0.642500,0.789436,0.665000,8.98,Success
5735,5,0.001000,1.000000,2.00,7,1.0e-04,0.400000,0.627327,0.430000,8.82,Success
5736,1,0.010000,1.000000,2.00,7,1.0e-04,0.442500,0.672179,0.482500,8.21,Success
5737,2,0.010000,1.000000,2.00,7,1.0e-04,0.680000,0.840199,0.715000,7.56,Success
5738,3,0.010000,1.000000,2.00,7,1.0e-04,0.582500,0.774817,0.625000,8.25,Success
5739,4,0.010000,1.000000,2.00,7,1.0e-04,0.502500,0.700578,0.545000,5.01,Success
5740,5,0.010000,1.000000,2.00,7,1.0e-04,0.372500,0.613352,0.402500,9.06,Success
5741,1,0.100000,1.000000,2.00,7,1.0e-04,0.395000,0.636889,0.435000,8.57,Success
5742,2,0.100000,1.000000,2.00,7,1.0e-04,0.665000,0.831213,0.697500,6.29,Success
5743,3,0.100000,1.000000,2.00,7,1.0e-04,0.552500,0.738234,0.590000,6.98,Success
5744,4,0.100000,1.000000,2.00,7,1.0e-04,0.585000,0.770719,0.620000,8.88,Success
5745,5,0.100000,1.000000,2.00,7,1.0e-04,0.365000,0.602927,0.392500,8.91,Success
5746,1,1.000000,1.000000,2.00,7,1.0e-04,0.407500,0.622870,0.442500,6.73,Success
5747,2,1.000000,1.000000,2.00,7,1.0e-04,0.660000,0.839095,0.697500,8.39,Success
5748,3,1.000000,1.000000,2.00,7,1.0e-04,0.595000,0.768835,0.615000,9.14,Success
5749,4,1.000000,1.000000,2.00,7,1.0e-04,0.635000,0.797011,0.665000,8.81,Success
5750,5,1.000000,1.000000,2.00,7,1.0e-04,0.360000,0.592190,0.370000,8.08,Success
5751,1,0.000100,0.000100,5.00,7,1.0e-04,0.542500,0.754880,0.580000,8.74,Success
5752,2,0.000100,0.000100,5.00,7,1.0e-04,0.667500,0.836075,0.700000,8.85,Success
5753,3,0.000100,0.000100,5.00,7,1.0e-04,0.620000,0.807358,0.667500,8.87,Success
5754,4,0.000100,0.000100,5.00,7,1.0e-04,0.645000,0.818175,0.667500,8.86,Success
5755,5,0.000100,0.000100,5.00,7,1.0e-04,0.465000,0.700442,0.515000,9.03,Success
5756,1,0.001000,0.000100,5.00,7,1.0e-04,0.200000,0.436811,0.225000,8.91,Success
5757,2,0.001000,0.000100,5.00,7,1.0e-04,0.575000,0.763057,0.617500,8.88,Success
5758,3,0.001000,0.000100,5.00,7,1.0e-04,0.067500,0.277480,0.137500,8.85,Success
5759,4,0.001000,0.000100,5.00,7,1.0e-04,0.190000,0.503842,0.310000,8.94,Success
5760,5,0.001000,0.000100,5.00,7,1.0e-04,0.160000,0.352250,0.190000,8.88,Success
5761,1,0.010000,0.000100,5.00,7,1.0e-04,0.185000,0.421407,0.240000,8.88,Success
5762,2,0.010000,0.000100,5.00,7,1.0e-04,0.212500,0.457047,0.277500,8.83,Success
5763,3,0.010000,0.000100,5.00,7,1.0e-04,0.202500,0.439002,0.262500,9.09,Success
5764,4,0.010000,0.000100,5.00,7,1.0e-04,0.200000,0.439832,0.262500,8.83,Success
5765,5,0.010000,0.000100,5.00,7,1.0e-04,0.162500,0.403615,0.212500,8.97,Success
5766,1,0.100000,0.000100,5.00,7,1.0e-04,0.207500,0.439586,0.220000,9.08,Success
5767,2,0.100000,0.000100,5.00,7,1.0e-04,0.235000,0.464648,0.257500,8.91,Success
5768,3,0.100000,0.000100,5.00,7,1.0e-04,0.210000,0.445537,0.217500,9.01,Success
5769,4,0.100000,0.000100,5.00,7,1.0e-04,0.225000,0.460793,0.237500,9.24,Success
5770,5,0.100000,0.000100,5.00,7,1.0e-04,0.200000,0.433320,0.207500,9.09,Success
5771,1,1.000000,0.000100,5.00,7,1.0e-04,0.190000,0.430528,0.195000,9.02,Success
5772,2,1.000000,0.000100,5.00,7,1.0e-04,0.202500,0.446433,0.217500,8.92,Success
5773,3,1.000000,0.000100,5.00,7,1.0e-04,0.195000,0.429251,0.205000,8.88,Success
5774,4,1.000000,0.000100,5.00,7,1.0e-04,0.190000,0.435144,0.207500,8.80,Success
5775,5,1.000000,0.000100,5.00,7,1.0e-04,0.187500,0.423858,0.190000,8.99,Success
5776,1,0.000100,0.001000,5.00,7,1.0e-04,0.512500,0.716150,0.532500,8.91,Success
5777,2,0.000100,0.001000,5.00,7,1.0e-04,0.630000,0.815118,0.680000,9.10,Success
5778,3,0.000100,0.001000,5.00,7,1.0e-04,0.625000,0.800066,0.662500,9.64,Success
5779,4,0.000100,0.001000,5.00,7,1.0e-04,0.615000,0.814153,0.660000,9.06,Success
5780,5,0.000100,0.001000,5.00,7,1.0e-04,0.417500,0.647116,0.447500,9.06,Success
5781,1,0.001000,0.001000,5.00,7,1.0e-04,0.465000,0.698202,0.510000,9.43,Success
5782,2,0.001000,0.001000,5.00,7,1.0e-04,0.652500,0.825080,0.685000,9.44,Success
5783,3,0.001000,0.001000,5.00,7,1.0e-04,0.597500,0.784469,0.630000,9.65,Success
5784,4,0.001000,0.001000,5.00,7,1.0e-04,0.610000,0.812085,0.660000,9.47,Success
5785,5,0.001000,0.001000,5.00,7,1.0e-04,0.427500,0.659600,0.470000,9.59,Success
5786,1,0.010000,0.001000,5.00,7,1.0e-04,0.180000,0.411106,0.200000,9.31,Success
5787,2,0.010000,0.001000,5.00,7,1.0e-04,0.055000,0.262577,0.130000,9.37,Success
5788,3,0.010000,0.001000,5.00,7,1.0e-04,0.055000,0.246371,0.122500,9.27,Success
5789,4,0.010000,0.001000,5.00,7,1.0e-04,0.057500,0.244909,0.125000,9.24,Success
5790,5,0.010000,0.001000,5.00,7,1.0e-04,0.075000,0.269197,0.140000,9.10,Success
5791,1,0.100000,0.001000,5.00,7,1.0e-04,0.162500,0.413489,0.225000,9.04,Success
5792,2,0.100000,0.001000,5.00,7,1.0e-04,0.170000,0.452227,0.235000,9.29,Success
5793,3,0.100000,0.001000,5.00,7,1.0e-04,0.160000,0.439560,0.227500,9.00,Success
5794,4,0.100000,0.001000,5.00,7,1.0e-04,0.155000,0.445111,0.232500,8.93,Success
5795,5,0.100000,0.001000,5.00,7,1.0e-04,0.145000,0.384031,0.190000,8.86,Success
5796,1,1.000000,0.001000,5.00,7,1.0e-04,0.187500,0.427718,0.200000,10.28,Success
5797,2,1.000000,0.001000,5.00,7,1.0e-04,0.180000,0.428985,0.200000,10.17,Success
5798,3,1.000000,0.001000,5.00,7,1.0e-04,0.187500,0.432264,0.195000,9.43,Success
5799,4,1.000000,0.001000,5.00,7,1.0e-04,0.197500,0.437483,0.205000,9.91,Success
5800,5,1.000000,0.001000,5.00,7,1.0e-04,0.187500,0.431945,0.200000,9.38,Success
5801,1,0.000100,0.010000,5.00,7,1.0e-04,0.462500,0.688836,0.502500,9.05,Success
5802,2,0.000100,0.010000,5.00,7,1.0e-04,0.685000,0.837056,0.712500,8.89,Success
5803,3,0.000100,0.010000,5.00,7,1.0e-04,0.567500,0.759858,0.615000,8.25,Success
5804,4,0.000100,0.010000,5.00,7,1.0e-04,0.625000,0.788235,0.670000,9.07,Success
5805,5,0.000100,0.010000,5.00,7,1.0e-04,0.375000,0.586493,0.410000,7.93,Success
5806,1,0.001000,0.010000,5.00,7,1.0e-04,0.462500,0.673112,0.505000,9.50,Success
5807,2,0.001000,0.010000,5.00,7,1.0e-04,0.695000,0.855814,0.730000,9.35,Success
5808,3,0.001000,0.010000,5.00,7,1.0e-04,0.595000,0.770419,0.630000,9.31,Success
5809,4,0.001000,0.010000,5.00,7,1.0e-04,0.637500,0.816449,0.672500,9.63,Success
5810,5,0.001000,0.010000,5.00,7,1.0e-04,0.412500,0.621008,0.437500,9.48,Success
5811,1,0.010000,0.010000,5.00,7,1.0e-04,0.440000,0.647270,0.465000,6.90,Success
5812,2,0.010000,0.010000,5.00,7,1.0e-04,0.660000,0.832241,0.705000,9.44,Success
5813,3,0.010000,0.010000,5.00,7,1.0e-04,0.652500,0.790238,0.672500,9.58,Success
5814,4,0.010000,0.010000,5.00,7,1.0e-04,0.635000,0.796675,0.670000,9.40,Success
5815,5,0.010000,0.010000,5.00,7,1.0e-04,0.377500,0.592541,0.415000,9.30,Success
5816,1,0.100000,0.010000,5.00,7,1.0e-04,0.192500,0.423496,0.215000,9.17,Success
5817,2,0.100000,0.010000,5.00,7,1.0e-04,0.052500,0.256557,0.125000,8.88,Success
5818,3,0.100000,0.010000,5.00,7,1.0e-04,0.060000,0.257594,0.130000,8.82,Success
5819,4,0.100000,0.010000,5.00,7,1.0e-04,0.062500,0.259748,0.130000,8.77,Success
5820,5,0.100000,0.010000,5.00,7,1.0e-04,0.165000,0.382418,0.195000,9.99,Success
5821,1,1.000000,0.010000,5.00,7,1.0e-04,0.205000,0.438038,0.215000,8.90,Success
5822,2,1.000000,0.010000,5.00,7,1.0e-04,0.222500,0.473098,0.240000,8.75,Success
5823,3,1.000000,0.010000,5.00,7,1.0e-04,0.200000,0.441821,0.207500,8.96,Success
5824,4,1.000000,0.010000,5.00,7,1.0e-04,0.215000,0.450950,0.225000,8.89,Success
5825,5,1.000000,0.010000,5.00,7,1.0e-04,0.197500,0.440065,0.205000,8.90,Success
5826,1,0.000100,0.100000,5.00,7,1.0e-04,0.490000,0.706063,0.530000,8.83,Success
5827,2,0.000100,0.100000,5.00,7,1.0e-04,0.680000,0.813907,0.697500,5.61,Success
5828,3,0.000100,0.100000,5.00,7,1.0e-04,0.565000,0.764412,0.612500,6.46,Success
5829,4,0.000100,0.100000,5.00,7,1.0e-04,0.637500,0.814095,0.672500,8.94,Success
5830,5,0.000100,0.100000,5.00,7,1.0e-04,0.430000,0.641874,0.460000,8.87,Success
5831,1,0.001000,0.100000,5.00,7,1.0e-04,0.492500,0.713042,0.527500,8.85,Success
5832,2,0.001000,0.100000,5.00,7,1.0e-04,0.677500,0.818316,0.695000,6.74,Success
5833,3,0.001000,0.100000,5.00,7,1.0e-04,0.552500,0.724046,0.587500,5.44,Success
5834,4,0.001000,0.100000,5.00,7,1.0e-04,0.560000,0.759292,0.592500,6.91,Success
5835,5,0.001000,0.100000,5.00,7,1.0e-04,0.425000,0.639926,0.450000,8.83,Success
5836,1,0.010000,0.100000,5.00,7,1.0e-04,0.472500,0.694382,0.505000,8.94,Success
5837,2,0.010000,0.100000,5.00,7,1.0e-04,0.627500,0.805937,0.675000,6.39,Success
5838,3,0.010000,0.100000,5.00,7,1.0e-04,0.557500,0.750184,0.587500,7.86,Success
5839,4,0.010000,0.100000,5.00,7,1.0e-04,0.590000,0.775342,0.630000,9.06,Success
5840,5,0.010000,0.100000,5.00,7,1.0e-04,0.425000,0.644206,0.467500,10.05,Success
5841,1,0.100000,0.100000,5.00,7,1.0e-04,0.455000,0.697593,0.497500,9.39,Success
5842,2,0.100000,0.100000,5.00,7,1.0e-04,0.627500,0.802844,0.665000,5.49,Success
5843,3,0.100000,0.100000,5.00,7,1.0e-04,0.677500,0.825286,0.722500,9.34,Success
5844,4,0.100000,0.100000,5.00,7,1.0e-04,0.595000,0.773589,0.622500,9.20,Success
5845,5,0.100000,0.100000,5.00,7,1.0e-04,0.407500,0.639840,0.452500,9.69,Success
5846,1,1.000000,0.100000,5.00,7,1.0e-04,0.340000,0.590644,0.380000,3.51,Success
5847,2,1.000000,0.100000,5.00,7,1.0e-04,0.232500,0.467346,0.252500,9.01,Success
5848,3,1.000000,0.100000,5.00,7,1.0e-04,0.492500,0.685660,0.520000,3.82,Success
5849,4,1.000000,0.100000,5.00,7,1.0e-04,0.360000,0.593070,0.390000,9.02,Success
5850,5,1.000000,0.100000,5.00,7,1.0e-04,0.287500,0.534637,0.327500,3.50,Success
5851,1,0.000100,1.000000,5.00,7,1.0e-04,0.265000,0.498290,0.287500,6.88,Success
5852,2,0.000100,1.000000,5.00,7,1.0e-04,0.460000,0.685507,0.502500,8.84,Success
5853,3,0.000100,1.000000,5.00,7,1.0e-04,0.372500,0.606769,0.412500,8.19,Success
5854,4,0.000100,1.000000,5.00,7,1.0e-04,0.382500,0.611554,0.410000,9.02,Success
5855,5,0.000100,1.000000,5.00,7,1.0e-04,0.200000,0.456303,0.217500,5.31,Success
5856,1,0.001000,1.000000,5.00,7,1.0e-04,0.267500,0.498342,0.287500,7.00,Success
5857,2,0.001000,1.000000,5.00,7,1.0e-04,0.460000,0.685507,0.502500,9.11,Success
5858,3,0.001000,1.000000,5.00,7,1.0e-04,0.372500,0.606769,0.412500,8.53,Success
5859,4,0.001000,1.000000,5.00,7,1.0e-04,0.382500,0.611554,0.410000,9.27,Success
5860,5,0.001000,1.000000,5.00,7,1.0e-04,0.200000,0.456303,0.217500,5.40,Success
5861,1,0.010000,1.000000,5.00,7,1.0e-04,0.237500,0.489990,0.257500,7.05,Success
5862,2,0.010000,1.000000,5.00,7,1.0e-04,0.452500,0.686202,0.497500,9.19,Success
5863,3,0.010000,1.000000,5.00,7,1.0e-04,0.367500,0.608806,0.417500,8.73,Success
5864,4,0.010000,1.000000,5.00,7,1.0e-04,0.377500,0.623991,0.410000,9.33,Success
5865,5,0.010000,1.000000,5.00,7,1.0e-04,0.200000,0.456303,0.217500,5.28,Success
5866,1,0.100000,1.000000,5.00,7,1.0e-04,0.252500,0.498381,0.282500,7.10,Success
5867,2,0.100000,1.000000,5.00,7,1.0e-04,0.422500,0.657465,0.460000,9.04,Success
5868,3,0.100000,1.000000,5.00,7,1.0e-04,0.385000,0.609726,0.412500,8.47,Success
5869,4,0.100000,1.000000,5.00,7,1.0e-04,0.395000,0.623959,0.425000,8.91,Success
5870,5,0.100000,1.000000,5.00,7,1.0e-04,0.215000,0.459079,0.232500,5.10,Success
5871,1,1.000000,1.000000,5.00,7,1.0e-04,0.232500,0.473970,0.260000,3.93,Success
5872,2,1.000000,1.000000,5.00,7,1.0e-04,0.405000,0.625139,0.455000,4.51,Success
5873,3,1.000000,1.000000,5.00,7,1.0e-04,0.312500,0.548838,0.332500,4.20,Success
5874,4,1.000000,1.000000,5.00,7,1.0e-04,0.325000,0.554712,0.345000,4.35,Success
5875,5,1.000000,1.000000,5.00,7,1.0e-04,0.200000,0.451117,0.220000,3.61,Success
5876,1,0.000100,0.000100,10.00,7,1.0e-04,0.495000,0.685817,0.517500,8.89,Success
5877,2,0.000100,0.000100,10.00,7,1.0e-04,0.692500,0.840210,0.712500,9.75,Success
5878,3,0.000100,0.000100,10.00,7,1.0e-04,0.627500,0.807940,0.672500,9.33,Success
5879,4,0.000100,0.000100,10.00,7,1.0e-04,0.707500,0.850439,0.737500,9.36,Success
5880,5,0.000100,0.000100,10.00,7,1.0e-04,0.402500,0.620132,0.427500,8.46,Success
5881,1,0.001000,0.000100,10.00,7,1.0e-04,0.185000,0.415483,0.202500,9.12,Success
5882,2,0.001000,0.000100,10.00,7,1.0e-04,0.057500,0.271062,0.137500,8.82,Success
5883,3,0.001000,0.000100,10.00,7,1.0e-04,0.055000,0.252649,0.125000,8.76,Success
5884,4,0.001000,0.000100,10.00,7,1.0e-04,0.062500,0.254387,0.130000,8.82,Success
5885,5,0.001000,0.000100,10.00,7,1.0e-04,0.077500,0.262676,0.137500,8.87,Success
5886,1,0.010000,0.000100,10.00,7,1.0e-04,0.207500,0.442771,0.215000,8.91,Success
5887,2,0.010000,0.000100,10.00,7,1.0e-04,0.147500,0.424440,0.212500,8.83,Success
5888,3,0.010000,0.000100,10.00,7,1.0e-04,0.195000,0.423419,0.217500,8.92,Success
5889,4,0.010000,0.000100,10.00,7,1.0e-04,0.225000,0.474503,0.245000,8.93,Success
5890,5,0.010000,0.000100,10.00,7,1.0e-04,0.207500,0.444119,0.220000,8.98,Success
5891,1,0.100000,0.000100,10.00,7,1.0e-04,0.187500,0.423673,0.207500,8.82,Success
5892,2,0.100000,0.000100,10.00,7,1.0e-04,0.202500,0.447805,0.212500,8.93,Success
5893,3,0.100000,0.000100,10.00,7,1.0e-04,0.197500,0.437524,0.205000,8.84,Success
5894,4,0.100000,0.000100,10.00,7,1.0e-04,0.192500,0.437528,0.205000,8.78,Success
5895,5,0.100000,0.000100,10.00,7,1.0e-04,0.205000,0.434464,0.217500,8.97,Success
5896,1,1.000000,0.000100,10.00,7,1.0e-04,0.182500,0.421349,0.187500,9.37,Success
5897,2,1.000000,0.000100,10.00,7,1.0e-04,0.185000,0.428819,0.187500,9.17,Success
5898,3,1.000000,0.000100,10.00,7,1.0e-04,0.182500,0.429881,0.195000,9.26,Success
5899,4,1.000000,0.000100,10.00,7,1.0e-04,0.185000,0.428581,0.202500,9.32,Success
5900,5,1.000000,0.000100,10.00,7,1.0e-04,0.182500,0.423534,0.187500,9.32,Success
5901,1,0.000100,0.001000,10.00,7,1.0e-04,0.475000,0.669378,0.505000,7.09,Success
5902,2,0.000100,0.001000,10.00,7,1.0e-04,0.665000,0.830458,0.697500,8.94,Success
5903,3,0.000100,0.001000,10.00,7,1.0e-04,0.620000,0.786760,0.655000,8.58,Success
5904,4,0.000100,0.001000,10.00,7,1.0e-04,0.635000,0.783085,0.660000,9.30,Success
5905,5,0.000100,0.001000,10.00,7,1.0e-04,0.345000,0.581667,0.382500,6.74,Success
5906,1,0.001000,0.001000,10.00,7,1.0e-04,0.450000,0.660932,0.502500,6.77,Success
5907,2,0.001000,0.001000,10.00,7,1.0e-04,0.632500,0.818238,0.677500,8.23,Success
5908,3,0.001000,0.001000,10.00,7,1.0e-04,0.537500,0.729770,0.570000,6.52,Success
5909,4,0.001000,0.001000,10.00,7,1.0e-04,0.600000,0.794113,0.645000,8.11,Success
5910,5,0.001000,0.001000,10.00,7,1.0e-04,0.357500,0.587678,0.390000,7.05,Success
5911,1,0.010000,0.001000,10.00,7,1.0e-04,0.190000,0.433369,0.215000,8.93,Success
5912,2,0.010000,0.001000,10.00,7,1.0e-04,0.160000,0.386579,0.205000,9.27,Success
5913,3,0.010000,0.001000,10.00,7,1.0e-04,0.205000,0.450182,0.245000,9.15,Success
5914,4,0.010000,0.001000,10.00,7,1.0e-04,0.237500,0.493478,0.267500,8.96,Success
5915,5,0.010000,0.001000,10.00,7,1.0e-04,0.190000,0.422563,0.207500,9.17,Success
5916,1,0.100000,0.001000,10.00,7,1.0e-04,0.202500,0.442428,0.215000,9.23,Success
5917,2,0.100000,0.001000,10.00,7,1.0e-04,0.207500,0.451846,0.222500,9.22,Success
5918,3,0.100000,0.001000,10.00,7,1.0e-04,0.187500,0.429378,0.197500,8.94,Success
5919,4,0.100000,0.001000,10.00,7,1.0e-04,0.200000,0.442665,0.215000,9.18,Success
5920,5,0.100000,0.001000,10.00,7,1.0e-04,0.197500,0.436674,0.200000,9.01,Success
5921,1,1.000000,0.001000,10.00,7,1.0e-04,0.182500,0.420930,0.187500,9.03,Success
5922,2,1.000000,0.001000,10.00,7,1.0e-04,0.187500,0.437224,0.205000,9.27,Success
5923,3,1.000000,0.001000,10.00,7,1.0e-04,0.197500,0.439135,0.210000,9.29,Success
5924,4,1.000000,0.001000,10.00,7,1.0e-04,0.192500,0.427709,0.202500,9.21,Success
5925,5,1.000000,0.001000,10.00,7,1.0e-04,0.182500,0.421149,0.190000,9.33,Success
5926,1,0.000100,0.010000,10.00,7,1.0e-04,0.370000,0.607097,0.397500,9.74,Success
5927,2,0.000100,0.010000,10.00,7,1.0e-04,0.595000,0.794345,0.630000,9.08,Success
5928,3,0.000100,0.010000,10.00,7,1.0e-04,0.492500,0.705791,0.525000,9.27,Success
5929,4,0.000100,0.010000,10.00,7,1.0e-04,0.557500,0.752380,0.600000,9.26,Success
5930,5,0.000100,0.010000,10.00,7,1.0e-04,0.292500,0.538862,0.312500,9.37,Success
5931,1,0.001000,0.010000,10.00,7,1.0e-04,0.355000,0.595464,0.377500,9.77,Success
5932,2,0.001000,0.010000,10.00,7,1.0e-04,0.592500,0.790927,0.632500,8.99,Success
5933,3,0.001000,0.010000,10.00,7,1.0e-04,0.502500,0.713962,0.540000,9.00,Success
5934,4,0.001000,0.010000,10.00,7,1.0e-04,0.567500,0.755381,0.590000,9.15,Success
5935,5,0.001000,0.010000,10.00,7,1.0e-04,0.285000,0.543151,0.317500,8.89,Success
5936,1,0.010000,0.010000,10.00,7,1.0e-04,0.362500,0.597683,0.392500,5.73,Success
5937,2,0.010000,0.010000,10.00,7,1.0e-04,0.625000,0.800956,0.660000,8.82,Success
5938,3,0.010000,0.010000,10.00,7,1.0e-04,0.475000,0.703792,0.512500,6.90,Success
5939,4,0.010000,0.010000,10.00,7,1.0e-04,0.580000,0.766539,0.617500,7.46,Success
5940,5,0.010000,0.010000,10.00,7,1.0e-04,0.277500,0.524158,0.305000,5.19,Success
5941,1,0.100000,0.010000,10.00,7,1.0e-04,0.297500,0.531958,0.317500,8.80,Success
5942,2,0.100000,0.010000,10.00,7,1.0e-04,0.465000,0.675217,0.520000,2.84,Success
5943,3,0.100000,0.010000,10.00,7,1.0e-04,0.375000,0.618058,0.425000,9.08,Success
